高於閾值？,人均 GDP,出生率資料桶,預期壽命,Co2 排放量,GDP,記錄數,人口 0-14,人口 15-64,人口 65+,人口總數,人均 GDP(資料桶),人均醫療費用,入境旅遊,出境旅遊,出生率,區域,經商便利度(叢集),國家/地區,城市人口,女性預期壽命,年份,新生兒死亡率,營業稅稅率,男性預期壽命,經商便利度,網際網路使用率,能源使用,行動電話使用率,貸款利率,辦稅小時數,醫療費用 % Gdp,開業天數
低於閾值,"$1,970",1.5-3%,71,418859,$135B,1,0.289,0.664,0.047,68.5M,$0,$97,$1B,$4B,1.8%,中東,低,Iran,66.2%,72,2003/12/1,0.024,,70,,7%,142649,5%,,,4.7%,29
低於閾值,,高於 3%,71,91118,,1,0.422,0.543,0.035,26.0M,,$16,,,3.5%,中東,低,Iraq,68.7%,73,2003/12/1,0.034,,68,,1%,27086,0%,,,4.4%,
低於閾值,"$17,789",1.5-3%,80,65122,$119B,1,0.28,0.62,0.1,6.7M,"$14,064","$1,364",$2B,$3B,2.2%,中東,非常友好,Israel,91.4%,82,2003/12/1,0.005,,78,,20%,19730,104%,0.106,,7.7%,20
低於閾值,"$1,974",高於 3%,73,17470,$10B,1,0.387,0.582,0.031,5.2M,$0,$187,$1B,$1B,3.0%,中東,中等,Jordan,80.6%,74,2003/12/1,0.022,,71,,9%,5176,27%,0.093,,9.2%,79
低於閾值,"$22,622",1.5-3%,74,61657,$48B,1,0.256,0.71,0.034,2.1M,"$18,752",$728,$0B,$4B,2.2%,中東,中等,Kuwait,98.2%,75,2003/12/1,0.01,,73,,22%,22001,67%,0.054,,3.2%,35
低於閾值,"$5,442",1.5-3%,76,18221,$20B,1,0.284,0.643,0.073,3.7M,"$4,688",$498,$7B,$3B,1.6%,中東,中等,Lebanon,86.3%,78,2003/12/1,0.014,,74,,8%,5220,22%,0.134,,9.3%,46
低於閾值,"$9,017",1.5-3%,74,32391,$22B,1,0.364,0.612,0.025,2.4M,"$4,688",$294,$1B,$1B,2.2%,中東,非常友好,Oman,71.5%,76,2003/12/1,0.012,,72,,7%,9350,25%,0.082,,3.2%,35
低於閾值,"$35,644",1.5-3%,77,36157,$24B,1,0.269,0.716,0.015,0.7M,"$32,816","$1,476",$0B,$0B,1.7%,中東,非常友好,Qatar,96.9%,78,2003/12/1,0.01,,76,,19%,14185,57%,,,4.1%,
低於閾值,"$9,408",1.5-3%,74,327272,$215B,1,0.359,0.608,0.033,22.9M,"$9,376",$384,$3B,$4B,2.4%,中東,非常友好,Saudi Arabia,80.5%,75,2003/12/1,0.018,,72,,8%,121382,32%,,,4.0%,74
低於閾值,"$1,262",1.5-3%,74,54286,$22B,1,0.396,0.57,0.034,17.3M,$0,$60,$1B,$1B,2.8%,中東,低,Syria,53.0%,76,2003/12/1,0.018,,72,,3%,16543,7%,0.075,,5.1%,43
低於閾值,"$36,803",1.5-3%,75,106842,$124B,1,0.234,0.756,0.01,3.4M,"$32,816",$968,$1B,$4B,1.6%,中東,非常友好,United Arab Emirates,81.5%,76,2003/12/1,0.009,,74,,30%,40190,88%,,,2.6%,19
低於閾值,$617,高於 3%,62,17305,$12B,1,0.47,0.503,0.027,19.1M,$0,$35,$0B,$0B,3.7%,中東,中等,Yemen,27.8%,63,2003/12/1,0.061,,60,,1%,5667,4%,0.18,,5.0%,72
低於閾值,,高於 3%,,,,1,,,,0.1M,,,,,,大洋洲,Not Clustered,American Samoa,88.3%,,2003/12/1,,,,,,,4%,,,,
低於閾值,"$23,473",低於 1.5%,81,346476,$467B,1,0.202,0.671,0.127,19.9M,"$23,440","$2,323",$17B,$10B,1.3%,大洋洲,非常友好,Australia,87.7%,83,2003/12/1,0.005,,78,,,110814,72%,0.084,,8.3%,3
低於閾值,"$2,834",1.5-3%,69,862,$2B,1,0.324,0.638,0.038,0.8M,$0,$95,$0B,$0B,2.4%,大洋洲,友好,Fiji,49.1%,71,2003/12/1,0.02,,66,,7%,,13%,0.076,,3.4%,45
低於閾值,,1.5-3%,74,799,,1,0.294,0.659,0.046,0.2M,,,$1B,$0B,1.9%,大洋洲,Not Clustered,French Polynesia,56.0%,76,2003/12/1,,,71,,14%,,24%,,,,
低於閾值,,1.5-3%,77,,,1,0.3,0.64,0.06,0.2M,,,,,2.0%,大洋洲,Not Clustered,Guam,93.4%,79,2003/12/1,,,74,,34%,,51%,,,,
低於閾值,"$1,032",1.5-3%,66,40,$0B,1,0.383,0.582,0.035,0.1M,$0,$103,,,2.6%,大洋洲,中等,Kiribati,43.5%,69,2003/12/1,0.051,,63,,3%,,1%,,,9.6%,21
高於閾值,"$2,435",高於 3%,,84,$0B,1,,,,0.1M,$0,$411,$0B,$0B,,大洋洲,中等,Marshall Islands,69.3%,,2003/12/1,0.033,,,,3%,,1%,,,17.3%,17
低於閾值,"$2,294",1.5-3%,68,147,$0B,1,0.393,0.568,0.039,0.1M,$0,$218,$0B,$0B,2.8%,大洋洲,低,"Micronesia, Fed. Sts.",22.3%,68,2003/12/1,0.039,,67,,9%,,6%,0.15,,9.5%,16
低於閾值,,1.5-3%,76,2750,,1,0.278,0.659,0.063,0.2M,,,$0B,$0B,1.8%,大洋洲,Not Clustered,New Caledonia,62.9%,79,2003/12/1,,,72,,26%,,44%,,,,
低於閾值,"$21,712",低於 1.5%,79,33938,$87B,1,0.221,0.661,0.119,4.0M,"$18,752","$1,602",$4B,$2B,1.4%,大洋洲,非常友好,New Zealand,86.0%,81,2003/12/1,0.006,,77,,61%,16847,65%,0.07,,7.9%,12
低於閾值,$609,高於 3%,60,3968,$4B,1,0.401,0.573,0.026,5.8M,$0,$25,$0B,$0B,3.4%,大洋洲,中等,Papua New Guinea,13.1%,62,2003/12/1,0.057,,58,,1%,,0%,0.134,,4.1%,51
低於閾值,"$1,699",高於 3%,71,150,$0B,1,0.401,0.552,0.047,0.2M,$0,$93,$0B,,3.0%,大洋洲,友好,Samoa,21.7%,74,2003/12/1,0.017,,67,,3%,,6%,0.113,,5.1%,42
低於閾值,$745,高於 3%,65,180,$0B,1,0.415,0.556,0.029,0.4M,$0,$45,$0B,$0B,3.5%,大洋洲,友好,Solomon Islands,17.0%,66,2003/12/1,0.029,,63,,1%,,0%,0.147,,6.0%,56
低於閾值,"$2,087",1.5-3%,72,176,$0B,1,0.382,0.559,0.06,0.1M,$0,$106,$0B,$0B,2.9%,大洋洲,友好,Tonga,23.1%,74,2003/12/1,0.014,,69,,3%,,11%,0.113,,5.1%,32
低於閾值,"$1,581",高於 3%,69,81,$0B,1,0.404,0.564,0.032,0.2M,$0,$58,$0B,$0B,3.1%,大洋洲,友好,Vanuatu,22.5%,71,2003/12/1,0.018,,67,,4%,,4%,0.059,,3.7%,39
低於閾值,"$10,497",1.5-3%,75,389,$1B,1,0.288,0.64,0.071,0.1M,"$9,376",$457,$0B,$0B,1.9%,美洲,友好,Antigua and Barbuda,30.5%,77,2003/12/1,0.012,,72,,17%,,57%,0.128,,4.4%,
低於閾值,"$4,135",1.5-3%,75,133127,$157B,1,0.27,0.629,0.101,38.0M,$0,$280,$2B,$3B,1.8%,美洲,中等,Argentina,89.7%,78,2003/12/1,0.017,,71,,12%,59047,21%,0.191,,8.2%,66
低於閾值,"$20,835",低於 1.5%,74,2255,$2B,1,0.221,0.698,0.081,0.1M,"$18,752",,$1B,$0B,1.3%,美洲,Not Clustered,Aruba,45.6%,76,2003/12/1,,,72,,21%,,72%,0.115,,,
低於閾值,"$22,018",1.5-3%,73,1518,$7B,1,0.271,0.67,0.059,0.3M,"$18,752","$1,237",$2B,$0B,1.6%,美洲,友好,"Bahamas, The",82.2%,76,2003/12/1,0.013,,70,,20%,,39%,0.06,,5.6%,
低於閾值,"$12,078",低於 1.5%,74,1269,$3B,1,0.211,0.677,0.112,0.3M,"$9,376",$702,$1B,$0B,1.3%,美洲,友好,Barbados,33.3%,76,2003/12/1,0.015,,71,,40%,,52%,0.085,,7.1%,
低於閾值,"$3,833",1.5-3%,72,374,$1B,1,0.388,0.57,0.042,0.3M,$0,$174,$0B,$0B,2.8%,美洲,中等,Belize,46.9%,75,2003/12/1,0.019,,68,,,,23%,0.143,,4.5%,
低於閾值,"$66,112",低於 1.5%,79,510,$4B,1,,,,0.1M,"$65,632",,$0B,$0B,1.3%,美洲,Not Clustered,Bermuda,100.0%,81,2003/12/1,,,76,,57%,,63%,,,,
低於閾值,$896,高於 3%,64,14129,$8B,1,0.39,0.567,0.043,9.0M,$0,$50,$0B,$0B,3.0%,美洲,低,Bolivia,63.3%,66,2003/12/1,0.049,,62,,4%,3688,14%,0.177,,5.6%,60
低於閾值,"$3,037",1.5-3%,71,321622,$552B,1,0.283,0.658,0.059,181.8M,$0,$214,$3B,$3B,1.9%,美洲,中等,Brazil,82.2%,75,2003/12/1,0.024,,67,,13%,198976,26%,0.671,,7.0%,152
低於閾值,"$28,034",低於 1.5%,80,553185,$888B,1,0.183,0.689,0.129,31.7M,"$23,440","$2,680",$12B,$16B,1.1%,美洲,非常友好,Canada,80.0%,82,2003/12/1,0.005,,77,,64%,262038,42%,0.047,,9.8%,3
低於閾值,,高於 3%,,480,,1,,,,0.0M,,,$1B,,,美洲,Not Clustered,Cayman Islands,100.0%,,2003/12/1,,,,,,,46%,,,,
低於閾值,"$4,866",1.5-3%,78,55078,$78B,1,0.261,0.662,0.077,16.0M,"$4,688",$338,$1B,$1B,1.6%,美洲,非常友好,Chile,86.9%,81,2003/12/1,0.008,,75,,26%,25833,45%,0.062,,7.1%,27
低於閾值,"$2,261",1.5-3%,72,57422,$95B,1,0.316,0.635,0.049,41.9M,$0,$134,$1B,$1B,2.2%,美洲,非常友好,Colombia,73.0%,76,2003/12/1,0.02,,68,,7%,25736,15%,0.152,,5.9%,60
低於閾值,"$4,200",1.5-3%,79,6626,$18B,1,0.293,0.65,0.057,4.2M,$0,$343,$1B,$0B,1.8%,美洲,中等,Costa Rica,63.1%,81,2003/12/1,0.009,,76,,20%,3297,19%,0.256,,8.1%,77
低於閾值,"$3,192",低於 1.5%,77,25486,$36B,1,0.204,0.691,0.105,11.2M,$0,$202,$2B,,1.2%,美洲,Not Clustered,Cuba,75.9%,79,2003/12/1,0.006,,75,,5%,11662,0%,,,6.3%,
低於閾值,,高於 3%,,,,1,0.225,0.66,0.114,0.1M,,,$0B,$0B,,美洲,Not Clustered,Curacao,90.8%,,2003/12/1,,,,,,,,,,,
低於閾值,"$4,865",高於 3%,,114,$0B,1,,,,0.1M,"$4,688",$240,$0B,$0B,,美洲,友好,Dominica,66.0%,,2003/12/1,0.013,,,,24%,,34%,0.115,,4.9%,
低於閾值,"$2,345",1.5-3%,71,21888,$21B,1,0.338,0.607,0.055,9.1M,$0,$143,$3B,$0B,2.4%,美洲,中等,Dominican Republic,64.6%,74,2003/12/1,0.031,,68,,8%,7479,23%,0.314,,6.5%,77
低於閾值,"$2,442",1.5-3%,74,26523,$32B,1,0.334,0.612,0.054,13.3M,$0,$164,$0B,$1B,2.4%,美洲,中等,Ecuador,61.3%,77,2003/12/1,0.026,,71,,5%,9712,18%,0.136,,6.7%,92
低於閾值,"$2,496",1.5-3%,71,6553,$15B,1,0.369,0.572,0.059,6.0M,$0,$182,$1B,$0B,2.2%,美洲,中等,El Salvador,60.6%,75,2003/12/1,0.023,,66,,3%,4418,19%,,,7.3%,115
低於閾值,"$25,129",1.5-3%,69,532,$1B,1,,,,0.1M,"$23,440",,,,1.6%,美洲,Not Clustered,Greenland,82.3%,71,2003/12/1,,,66,,55%,,52%,,,,
低於閾值,"$5,825",1.5-3%,71,216,$1B,1,0.319,0.603,0.077,0.1M,"$4,688",$359,$0B,$0B,1.9%,美洲,中等,Grenada,36.0%,73,2003/12/1,0.013,,69,,19%,,41%,0.12,,6.2%,
低於閾值,"$1,817",高於 3%,70,10502,$22B,1,0.436,0.522,0.042,12.1M,$0,$116,$1B,$0B,3.5%,美洲,友好,Guatemala,46.3%,73,2003/12/1,0.036,,66,,5%,7436,17%,0.15,,6.4%,39
低於閾值,$984,1.5-3%,65,1566,$1B,1,0.36,0.599,0.041,0.8M,$0,$55,$0B,$0B,2.2%,美洲,中等,Guyana,28.4%,68,2003/12/1,0.037,,61,,,,18%,0.15,,5.6%,
低於閾值,$314,高於 3%,59,1734,$3B,1,0.389,0.57,0.041,9.0M,$0,$17,$0B,$0B,3.0%,美洲,低,Haiti,40.6%,60,2003/12/1,0.069,,57,,2%,2218,4%,0.442,,5.3%,202
低於閾值,"$1,228",高於 3%,72,6769,$8B,1,0.409,0.55,0.041,6.6M,$0,$103,$0B,$0B,3.0%,美洲,中等,Honduras,47.2%,74,2003/12/1,0.028,,69,,5%,3647,6%,0.208,,8.3%,62
低於閾值,"$3,593",1.5-3%,71,10722,$9B,1,0.318,0.606,0.076,2.6M,$0,$162,$2B,$0B,1.7%,美洲,友好,Jamaica,52.4%,74,2003/12/1,0.019,,68,,8%,3728,60%,0.189,,4.6%,31
低於閾值,"$6,598",1.5-3%,76,405633,$713B,1,0.33,0.618,0.051,108.1M,"$4,688",$397,$10B,$7B,2.3%,美洲,非常友好,Mexico,75.7%,78,2003/12/1,0.018,,73,,13%,153665,28%,0.07,,5.8%,58
低於閾值,"$1,001",1.5-3%,71,4411,$5B,1,0.391,0.57,0.039,5.3M,$0,$61,$0B,$0B,2.6%,美洲,中等,Nicaragua,55.5%,74,2003/12/1,0.029,,68,,2%,2758,9%,0.155,,6.1%,46
低於閾值,"$3,991",1.5-3%,76,6153,$13B,1,0.313,0.629,0.058,3.2M,$0,$303,$1B,$0B,2.3%,美洲,友好,Panama,63.1%,78,2003/12/1,0.02,,73,,10%,2649,21%,0.099,,7.6%,18
低於閾值,"$1,159",1.5-3%,71,4070,$7B,1,0.368,0.586,0.046,5.7M,$0,$71,$0B,$0B,2.7%,美洲,中等,Paraguay,56.9%,73,2003/12/1,0.025,,69,,2%,3965,31%,0.5,,6.1%,74
低於閾值,"$2,136",1.5-3%,72,26380,$58B,1,0.328,0.62,0.052,27.1M,$0,$102,$1B,$1B,2.3%,美洲,非常友好,Peru,74.2%,74,2003/12/1,0.025,,69,,12%,11638,11%,0.21,,4.5%,98
低於閾值,"$19,820",低於 1.5%,78,,$76B,1,0.227,0.654,0.118,3.8M,"$18,752",,$3B,$1B,1.3%,美洲,非常友好,Puerto Rico,94.2%,82,2003/12/1,,,74,,20%,,45%,,,,7
低於閾值,,高於 3%,,,,1,,,,0.0M,,,$1B,$0B,,美洲,Not Clustered,Sint Maarten (Dutch part),100.0%,,2003/12/1,,,,,,,,,,,
低於閾值,"$9,681",高於 3%,,220,$0B,1,,,,0.0M,"$9,376",$359,$0B,$0B,,美洲,友好,St. Kitts and Nevis,32.3%,,2003/12/1,0.012,,,,23%,,46%,0.122,,3.7%,
低於閾值,"$4,830",1.5-3%,72,359,$1B,1,0.3,0.628,0.072,0.2M,"$4,688",$299,$0B,$0B,1.8%,美洲,友好,St. Lucia,25.2%,74,2003/12/1,0.015,,70,,21%,,61%,0.15,,6.2%,
低於閾值,,1.5-3%,78,,,1,,,,0.0M,,,,,1.7%,美洲,Not Clustered,St. Martin (French part),,81,2003/12/1,,,74,,,,,,,,
低於閾值,"$4,452",1.5-3%,71,194,$0B,1,0.296,0.632,0.072,0.1M,$0,$174,$0B,$0B,1.9%,美洲,友好,St. Vincent and the Grenadines,46.3%,73,2003/12/1,0.019,,69,,7%,,58%,0.118,,3.9%,
低於閾值,"$2,611",1.5-3%,69,2241,$1B,1,0.301,0.639,0.059,0.5M,$0,$173,$0B,$0B,2.1%,美洲,低,Suriname,66.7%,72,2003/12/1,0.028,,65,,5%,,35%,0.21,,6.6%,
低於閾值,"$8,752",1.5-3%,69,27697,$11B,1,0.23,0.701,0.069,1.3M,"$4,688",$449,$0B,$0B,1.5%,美洲,友好,Trinidad and Tobago,10.2%,73,2003/12/1,0.025,,65,,26%,13541,26%,0.112,,5.1%,
低於閾值,,高於 3%,,103,,1,,,,0.0M,,,,,,美洲,Not Clustered,Turks and Caicos Islands,86.6%,,2003/12/1,,,,,,,,,,,
高於閾值,"$39,640",低於 1.5%,78,5681664,"$11,500B",1,0.209,0.669,0.123,290.1M,"$37,504","$5,993",$102B,$82B,1.4%,美洲,非常友好,United States,79.6%,80,2003/12/1,0.007,,75,,62%,2261151,55%,0.041,,15.6%,6
低於閾值,"$3,622",1.5-3%,76,4598,$12B,1,0.242,0.625,0.134,3.3M,$0,$351,$0B,$0B,1.6%,美洲,友好,Uruguay,92.8%,79,2003/12/1,0.013,,72,,16%,2523,15%,0.589,,9.7%,45
低於閾值,"$3,242",1.5-3%,73,192103,$84B,1,0.322,0.63,0.048,25.8M,$0,$190,$0B,$1B,2.3%,美洲,低,Venezuela,88.5%,76,2003/12/1,0.017,,70,,8%,52881,27%,0.252,,5.9%,141
低於閾值,"$2,550",1.5-3%,70,89493,$85B,1,0.297,0.66,0.043,33.5M,$0,$90,$0B,$0B,2.0%,非洲,低,Algeria,63.1%,71,2004/12/1,0.03,,68,,5%,30974,15%,0.08,,3.5%,25
低於閾值,"$1,229",高於 3%,48,18793,$20B,1,0.477,0.498,0.025,16.0M,$0,$63,$0B,$0B,5.0%,非洲,低,Angola,35.4%,49,2004/12/1,0.123,,47,,1%,9676,5%,0.823,,5.1%,119
低於閾值,$511,高於 3%,57,2512,$4B,1,0.447,0.525,0.028,7.9M,$0,$23,$0B,$0B,4.1%,非洲,低,Benin,39.6%,58,2004/12/1,0.078,,55,,1%,2491,6%,,,4.6%,31
低於閾值,"$4,830",1.5-3%,48,4378,$9B,1,0.362,0.607,0.032,1.9M,"$4,688",$268,$1B,$0B,2.6%,非洲,友好,Botswana,54.8%,48,2004/12/1,0.046,,47,,3%,1857,28%,0.158,,4.9%,107
低於閾值,$371,高於 3%,52,1104,$5B,1,0.466,0.508,0.026,13.0M,$0,$24,$0B,$0B,4.5%,非洲,低,Burkina Faso,20.8%,53,2004/12/1,0.089,,51,,0%,,3%,,,6.1%,40
低於閾值,$122,高於 3%,50,198,$1B,1,0.461,0.512,0.028,7.5M,$0,$9,$0B,$0B,4.3%,非洲,低,Burundi,9.1%,51,2004/12/1,0.079,,48,,0%,,1%,0.183,,9.7%,13
低於閾值,$893,高於 3%,52,3957,$16B,1,0.445,0.522,0.033,17.7M,$0,$41,$0B,$0B,4.1%,非洲,低,Cameroon,47.9%,53,2004/12/1,0.081,,51,,1%,6959,9%,0.18,,4.6%,45
低於閾值,$326,高於 3%,45,213,$1B,1,0.42,0.54,0.04,3.9M,$0,$14,$0B,$0B,3.8%,非洲,低,Central African Republic,38.0%,46,2004/12/1,0.111,,43,,0%,,2%,0.18,,4.1%,22
低於閾值,$457,高於 3%,48,378,$4B,1,0.492,0.481,0.027,9.7M,$0,$23,,,5.0%,非洲,低,Chad,21.8%,48,2004/12/1,0.102,,47,,0%,,1%,0.18,,5.1%,64
低於閾值,$619,高於 3%,59,103,$0B,1,0.414,0.556,0.03,0.6M,$0,$25,$0B,$0B,3.9%,非洲,低,Comoros,27.9%,60,2004/12/1,0.071,,57,,1%,34,1%,0.11,,4.0%,
低於閾值,$196,高於 3%,48,1936,$10B,1,0.463,0.509,0.028,52.5M,$0,$7,,,4.6%,非洲,低,Congo (Kinshasa),37.0%,49,2004/12/1,0.108,,46,,0%,19231,4%,,,5.4%,133
低於閾值,"$1,348",高於 3%,54,1181,$5B,1,0.422,0.543,0.035,3.4M,$0,$34,$0B,$0B,3.9%,非洲,低,Congo (Brazzaville),60.5%,55,2004/12/1,0.066,,52,,1%,1020,11%,0.18,,2.6%,37
低於閾值,$903,高於 3%,47,7664,$15B,1,0.423,0.548,0.029,17.1M,$0,$50,$0B,$1B,3.7%,非洲,低,Cote d'Ivoire,46.2%,48,2004/12/1,0.091,,46,,1%,9302,10%,,,5.6%,58
低於閾值,$870,1.5-3%,58,458,$1B,1,0.381,0.586,0.033,0.8M,$0,$57,$0B,$0B,2.9%,非洲,低,Djibouti,76.7%,59,2004/12/1,0.073,,56,,1%,133,5%,0.112,,6.8%,
低於閾值,"$1,117",1.5-3%,70,150912,$79B,1,0.33,0.616,0.054,70.6M,$0,$57,$6B,$2B,2.4%,非洲,中等,Egypt,43.0%,72,2004/12/1,0.027,,67,,12%,53536,11%,0.134,,5.3%,37
低於閾值,"$7,527",高於 3%,49,5218,$4B,1,0.41,0.557,0.033,0.6M,"$4,688",$191,,,3.8%,非洲,低,Equatorial Guinea,38.8%,50,2004/12/1,0.089,,47,,1%,762,11%,0.18,,2.1%,
低於閾值,$238,高於 3%,58,770,$1B,1,0.44,0.541,0.019,4.7M,$0,$7,$0B,,4.0%,非洲,低,Eritrea,18.6%,60,2004/12/1,0.049,,56,,,744,0%,,,2.9%,91
低於閾值,$134,高於 3%,56,5244,$10B,1,0.464,0.505,0.031,74.1M,$0,$6,$0B,$0B,4.0%,非洲,中等,Ethiopia,15.5%,56,2004/12/1,0.074,,55,,0%,28377,0%,0.07,,4.3%,34
低於閾值,"$5,328",高於 3%,60,1767,$7B,1,0.397,0.546,0.057,1.3M,"$4,688",$180,$0B,$0B,3.3%,非洲,低,Gabon,82.8%,61,2004/12/1,0.052,,59,,3%,1629,36%,0.18,,3.4%,
低於閾值,$416,高於 3%,57,323,$1B,1,0.46,0.515,0.026,1.4M,$0,$18,$0B,$0B,4.4%,非洲,低,"Gambia, The",51.5%,58,2004/12/1,0.058,,55,,3%,108,13%,0.365,,4.4%,
低於閾值,$426,高於 3%,58,7349,$9B,1,0.404,0.562,0.033,20.8M,$0,$26,$0B,$0B,3.4%,非洲,友好,Ghana,46.6%,59,2004/12/1,0.059,,57,,2%,8267,8%,,,6.1%,22
低於閾值,$391,高於 3%,52,1342,$4B,1,0.437,0.53,0.033,9.4M,$0,$20,,$0B,4.0%,非洲,低,Guinea,32.4%,52,2004/12/1,0.088,,52,,1%,,2%,,,5.3%,40
低於閾值,$376,高於 3%,52,202,$1B,1,0.43,0.54,0.029,1.4M,$0,$20,$0B,$0B,4.0%,非洲,低,Guinea-Bissau,40.0%,53,2004/12/1,0.099,,51,,2%,86,3%,,,5.3%,
低於閾值,$462,高於 3%,54,7624,$16B,1,0.429,0.543,0.027,34.8M,$0,$20,$1B,$0B,3.9%,非洲,中等,Kenya,21.3%,55,2004/12/1,0.063,,53,,3%,15552,7%,0.125,,4.3%,47
低於閾值,$645,1.5-3%,44,,$1B,1,0.4,0.553,0.046,1.9M,$0,$45,$0B,$0B,2.9%,非洲,中等,Lesotho,21.7%,44,2004/12/1,0.084,,43,,2%,28,10%,0.124,,7.0%,93
低於閾值,$147,高於 3%,54,627,$0B,1,0.433,0.537,0.03,3.2M,$0,$13,$0B,$0B,4.1%,非洲,低,Liberia,45.7%,55,2004/12/1,0.09,,53,,0%,,3%,0.181,,8.8%,
低於閾值,"$6,062",1.5-3%,74,50359,$33B,1,0.31,0.648,0.042,5.5M,"$4,688",$205,$0B,$1B,2.3%,非洲,低,Libya,76.8%,75,2004/12/1,0.021,,72,,4%,17796,9%,0.061,,3.5%,
低於閾值,$246,高於 3%,61,1808,$4B,1,0.45,0.52,0.029,17.8M,$0,$12,$0B,$0B,3.8%,非洲,中等,Madagascar,28.2%,62,2004/12/1,0.058,,59,,1%,,2%,0.255,,4.9%,44
低於閾值,$209,高於 3%,48,975,$3B,1,0.461,0.508,0.03,12.6M,$0,$16,$0B,$0B,4.3%,非洲,低,Malawi,15.0%,48,2004/12/1,0.078,,48,,0%,,2%,0.368,,7.8%,39
低於閾值,$421,高於 3%,51,565,$5B,1,0.462,0.506,0.031,11.6M,$0,$27,$0B,$0B,4.8%,非洲,低,Mali,31.3%,51,2004/12/1,0.101,,51,,0%,,4%,,,6.3%,41
低於閾值,$600,高於 3%,61,1632,$2B,1,0.418,0.551,0.032,3.1M,$0,$28,,,3.7%,非洲,低,Mauritania,52.4%,62,2004/12/1,0.075,,59,,1%,,17%,0.21,,5.9%,82
低於閾值,"$5,177",1.5-3%,73,3194,$6B,1,0.246,0.689,0.065,1.2M,"$4,688",$227,$1B,$0B,1.6%,非洲,非常友好,Mauritius,41.8%,76,2004/12/1,0.014,,69,,14%,1019,45%,0.21,,4.2%,46
低於閾值,"$1,907",1.5-3%,69,43311,$57B,1,0.314,0.636,0.049,29.9M,$0,$99,$5B,$1B,2.0%,非洲,友好,Morocco,54.6%,71,2004/12/1,0.037,,67,,12%,12221,31%,0.115,,5.2%,12
低於閾值,$279,高於 3%,48,1922,$6B,1,0.446,0.522,0.032,20.4M,$0,$16,$0B,$0B,4.4%,非洲,中等,Mozambique,29.8%,49,2004/12/1,0.095,,46,,1%,8375,4%,0.221,,5.9%,153
低於閾值,"$3,298",高於 3%,55,1962,$7B,1,0.4,0.567,0.033,2.0M,$0,$213,$0B,$0B,3.0%,非洲,友好,Namibia,35.7%,57,2004/12/1,0.048,,53,,4%,1163,14%,0.114,,6.5%,85
低於閾值,$240,高於 3%,53,964,$3B,1,0.488,0.487,0.025,12.7M,$0,$16,$0B,$0B,5.2%,非洲,低,Niger,16.6%,53,2004/12/1,0.086,,53,,0%,,1%,,,7.1%,35
低於閾值,$646,高於 3%,49,97047,$88B,1,0.435,0.538,0.027,136.0M,$0,$45,$0B,,4.3%,非洲,中等,Nigeria,38.2%,49,2004/12/1,0.1,,48,,1%,101751,7%,0.192,,7.0%,36
低於閾值,$226,高於 3%,54,689,$2B,1,0.446,0.528,0.026,9.3M,$0,$13,$0B,$0B,3.9%,非洲,友好,Rwanda,18.4%,55,2004/12/1,0.075,,52,,0%,,2%,0.165,,5.8%,18
低於閾值,$734,高於 3%,64,73,$0B,1,0.422,0.537,0.04,0.2M,$0,$79,$0B,$0B,3.8%,非洲,低,Sao Tome and Principe,57.1%,66,2004/12/1,0.05,,62,,13%,38,5%,0.298,,11.0%,192
低於閾值,$732,高於 3%,60,5280,$8B,1,0.443,0.526,0.032,11.0M,$0,$42,$0B,$0B,3.9%,非洲,低,Senegal,40.9%,62,2004/12/1,0.059,,58,,4%,2736,10%,,,5.7%,59
低於閾值,"$10,174",1.5-3%,73,744,$1B,1,0.25,0.673,0.076,0.1M,"$9,376",$421,$0B,$0B,1.7%,非洲,友好,Seychelles,50.8%,76,2004/12/1,0.012,,69,,24%,256,63%,0.1,,4.3%,
高於閾值,$290,高於 3%,42,642,$1B,1,0.427,0.549,0.024,4.9M,$0,$45,$0B,$0B,4.2%,非洲,中等,Sierra Leone,36.6%,42,2004/12/1,0.13,,41,,0%,,,0.221,,15.4%,26
低於閾值,,高於 3%,53,576,,1,0.477,0.494,0.029,8.2M,,,,,4.7%,非洲,Not Clustered,Somalia,34.8%,54,2004/12/1,0.105,,51,,1%,,6%,,,,
低於閾值,"$4,658",1.5-3%,52,427132,$219B,1,0.312,0.647,0.042,47.0M,$0,$410,$8B,$4B,2.3%,非洲,非常友好,South Africa,59.0%,53,2004/12/1,0.052,,51,,8%,128722,44%,0.113,,8.9%,38
低於閾值,,高於 3%,51,,,1,0.442,0.526,0.032,7.7M,,,,,4.0%,非洲,低,South Sudan,17.0%,52,2004/12/1,0.091,,50,,,,,,,,
低於閾值,$697,高於 3%,60,11382,$21B,1,0.433,0.536,0.03,30.8M,$0,$29,$0B,$0B,3.8%,非洲,中等,Sudan,32.7%,61,2004/12/1,0.063,,58,,1%,14769,3%,,,4.1%,39
低於閾值,"$2,211",高於 3%,46,1030,$2B,1,0.424,0.545,0.031,1.1M,$0,$130,$0B,$0B,3.2%,非洲,中等,Swaziland,22.2%,46,2004/12/1,0.082,,46,,3%,406,13%,0.113,,5.9%,
低於閾值,$340,高於 3%,53,4353,$13B,1,0.446,0.524,0.03,37.8M,$0,$12,$1B,$0B,4.2%,非洲,中等,Tanzania,24.2%,53,2004/12/1,0.061,,52,,1%,16198,5%,0.141,,3.4%,28
